CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
-0.09,0.31,-1.1,1.53,-1.04,0.98,0.81,0.65,0.97,-0.86,No
1.21,-0.9,-1.1,1.35,-0.0,-1.23,0.81,0.65,0.97,1.67,No
-1.39,-0.9,-1.1,-1.42,0.69,0.54,-0.91,0.65,-1.03,-1.63,No
2.06,0.31,-1.1,0.39,-1.73,0.61,-0.91,-1.55,-1.03,-0.15,No
-1.54,-0.9,-1.1,-0.37,-0.7,0.3,-0.91,0.65,0.97,0.39,No
-0.08,0.31,-1.1,0.48,-0.0,1.89,-0.91,0.65,0.97,-0.82,Yes
1.17,1.52,0.91,1.82,-0.0,-1.23,-0.91,0.65,-1.03,-1.28,Yes
-0.05,0.31,0.91,1.25,0.34,1.01,-0.91,-1.55,-1.03,0.24,Yes
1.02,0.31,0.91,-0.56,1.72,0.6,0.81,-1.55,-1.03,1.3,Yes
0.07,1.52,-1.1,1.06,-0.35,-1.23,-0.91,0.65,-1.03,-1.68,Yes
1.67,1.52,0.91,-0.37,-0.35,-0.3,-0.91,0.65,-1.03,-0.6,No
-0.66,-0.9,0.91,-0.18,1.72,-0.2,-0.91,-1.55,-1.03,-1.65,Yes
-0.63,-0.9,0.91,-0.47,-0.35,-1.23,0.81,0.65,-1.03,1.73,No
-0.85,1.52,0.91,-0.47,0.34,1.0,-0.91,-1.55,0.97,1.42,No
-2.19,0.31,-1.1,1.53,1.38,0.45,2.53,0.65,-1.03,0.5,Yes
-1.52,1.52,-1.1,0.48,0.69,1.64,0.81,-1.55,-1.03,-0.32,No
1.47,1.52,0.91,-0.1,0.69,-1.23,2.53,-1.55,-1.03,0.9,Yes
0.77,0.31,0.91,0.2,-1.04,0.36,0.81,-1.55,0.97,-0.42,No
-0.83,1.52,0.91,0.48,0.34,0.91,-0.91,-1.55,0.97,0.07,Yes
-1.05,0.31,-1.1,2.78,1.03,1.57,-0.91,0.65,0.97,-0.95,Yes
0.45,-0.9,-1.1,0.58,-0.7,0.52,-0.91,0.65,-1.03,0.01,No
1.16,-0.9,-1.1,-0.56,-1.04,-1.23,0.81,0.65,0.97,-0.6,No
-0.11,-0.9,0.91,0.58,-1.39,-1.23,0.81,-1.55,0.97,0.06,No
1.07,0.31,0.91,0.96,-0.35,0.55,2.53,0.65,-1.03,1.66,Yes
1.98,0.31,-1.1,1.34,-0.0,0.88,0.81,-1.55,0.97,0.26,Yes
-1.29,0.31,-1.1,0.67,-0.0,0.5,-0.91,-1.55,-1.03,1.05,Yes
0.08,-0.9,-1.1,-0.56,0.69,-1.23,0.81,0.65,0.97,1.52,No
0.97,-0.9,-1.1,1.72,-1.04,-1.23,0.81,0.65,-1.03,0.51,No
0.79,0.31,-1.1,0.96,-0.0,0.6,-0.91,0.65,-1.03,-0.42,Yes
-1.9,-0.9,-1.1,-0.18,1.38,-1.23,0.81,-1.55,0.97,0.47,No
-0.64,0.31,0.91,0.1,-1.04,0.97,-0.91,-1.55,-1.03,0.1,Yes
2.06,-0.9,-1.1,0.77,-0.35,-1.23,0.81,0.65,0.97,-0.39,No
-1.46,-0.9,-1.1,0.58,1.38,-1.23,2.53,-1.55,0.97,1.57,Yes
-1.11,-0.9,-1.1,0.58,-1.39,-1.23,0.81,-1.55,0.97,0.21,No
-1.66,0.31,-1.1,0.1,-1.04,0.58,-0.91,-1.55,-1.03,0.14,Yes
0.96,-0.9,0.91,0.29,-0.7,0.6,0.81,-1.55,-1.03,-0.5,No
1.42,0.31,-1.1,-0.95,0.69,0.86,2.53,0.65,0.97,-1.5,No
-0.47,-0.9,0.91,-1.71,0.69,1.59,0.81,0.65,-1.03,1.69,No
0.83,1.52,0.91,2.38,1.38,-1.23,-0.91,0.65,0.97,-1.17,Yes
1.12,-0.9,-1.1,-0.66,-0.7,0.43,-0.91,0.65,0.97,0.24,No
-0.8,-0.9,0.91,0.77,-1.73,-0.01,-0.91,0.65,-1.03,0.47,No
0.44,1.52,-1.1,0.58,-1.39,-1.23,-0.91,0.65,-1.03,1.66,Yes
-0.34,-0.9,0.91,-0.66,-1.39,0.22,-0.91,0.65,0.97,-0.75,No
2.06,-0.9,-1.1,-1.52,-1.39,-1.23,-0.91,0.65,0.97,1.38,Yes
-1.12,-0.9,0.91,-0.76,-0.7,-1.23,0.81,-1.55,0.97,-1.13,No
0.47,1.52,0.91,-0.37,1.38,0.37,0.81,0.65,-1.03,-1.16,No
-1.57,-0.9,-1.1,0.2,-1.04,-1.23,-0.91,0.65,0.97,-0.59,Yes
0.22,1.52,-1.1,-1.42,-0.0,0.43,0.81,0.65,-1.03,0.36,No
-0.09,-0.9,-1.1,-0.66,0.69,0.75,-0.91,0.65,0.97,-1.33,Yes
1.24,1.52,-1.1,1.44,-1.39,1.65,-0.91,-1.55,-1.03,0.58,Yes
0.42,-0.9,0.91,0.01,-1.39,0.61,-0.91,0.65,-1.03,1.19,No
-0.38,-0.9,0.91,0.58,-1.39,-1.23,0.81,-1.55,-1.03,0.15,No
0.76,1.52,0.91,0.1,-1.73,0.84,0.81,0.65,0.97,0.78,Yes
0.5,0.31,-1.1,0.11,1.38,0.52,-0.91,0.65,-1.03,-0.49,Yes
1.49,0.31,0.91,-0.37,-1.39,0.58,-0.91,0.65,-1.03,1.28,No
-0.79,-0.9,-1.1,-1.23,0.34,1.56,0.81,-1.55,0.97,-1.61,No
-0.6,0.31,0.91,0.01,-0.0,0.49,-0.91,0.65,0.97,-0.02,Yes
0.23,-0.9,-1.1,-0.76,1.03,-1.23,-0.91,0.65,-1.03,0.6,No
-2.16,-0.9,0.91,-0.66,-0.0,0.55,2.53,0.65,-1.03,-0.83,Yes
0.88,0.31,0.91,-0.37,-0.35,1.08,-0.91,-1.55,0.97,1.16,No
-1.27,1.52,0.91,-1.04,1.03,-1.23,0.81,0.65,-1.03,1.7,No
-0.1,1.52,0.91,1.06,0.69,0.82,0.81,0.65,0.97,1.11,Yes
0.72,-0.9,-1.1,1.53,-1.04,0.06,2.53,-1.55,-1.03,-0.16,Yes
-0.64,-0.9,0.91,-0.76,0.34,1.0,0.81,0.65,0.97,1.37,No
-0.39,1.52,-1.1,1.53,-0.7,0.82,-0.91,0.65,-1.03,0.62,Yes
-1.53,0.31,-1.1,1.06,-0.35,0.31,-0.91,0.65,-1.03,-0.74,Yes
-1.49,1.52,-1.1,0.29,-0.7,-1.23,0.81,0.65,-1.03,0.17,No
-1.04,0.31,-1.1,1.42,-0.0,0.85,-0.91,0.65,-1.03,-1.68,Yes
1.95,0.31,0.91,-0.56,0.69,0.96,-0.91,0.65,-1.03,-1.19,No
1.06,1.52,-1.1,0.39,0.34,0.14,0.81,-1.55,0.97,-0.57,Yes
0.97,0.31,-1.1,-1.33,-1.04,0.79,-0.91,-1.55,-1.03,-0.15,Yes
0.71,-0.9,-1.1,0.87,0.69,-1.23,2.53,0.65,-1.03,-0.34,Yes
-0.47,-0.9,0.91,-0.47,0.69,-1.23,0.81,0.65,0.97,-0.42,No
-1.05,0.31,-1.1,1.82,1.03,0.97,-0.91,0.65,0.97,-0.22,Yes
1.19,-0.9,-1.1,-0.37,1.38,0.89,-0.91,0.65,-1.03,-0.68,No
0.82,-0.9,0.91,-0.28,-1.39,0.68,2.53,0.65,0.97,1.0,Yes
0.16,0.31,-1.1,2.39,1.38,0.55,2.53,-1.55,0.97,0.18,Yes
1.06,0.31,0.91,1.25,0.34,0.5,-0.91,-1.55,-1.03,-0.39,No
-1.28,0.31,0.91,0.39,-1.04,0.67,0.81,-1.55,-1.03,1.67,Yes
2.03,-0.9,0.91,0.96,-0.0,-0.01,0.81,-1.55,0.97,1.73,No
1.12,0.31,0.91,0.67,-1.04,0.61,0.81,0.65,-1.03,0.45,No
-0.01,-0.9,0.91,-0.56,-1.39,0.13,-0.91,0.65,0.97,-0.58,No
-0.56,-0.9,-1.1,0.29,0.69,0.27,0.81,0.65,-1.03,1.08,No
0.45,-0.9,-1.1,0.1,0.69,0.32,-0.91,0.65,-1.03,1.63,No
0.61,-0.9,0.91,1.34,-1.39,0.96,-0.91,0.65,-1.03,-0.37,Yes
0.2,1.52,0.91,-1.04,0.69,-1.23,0.81,0.65,-1.03,-0.86,No
-0.92,-0.9,0.91,-1.42,-1.04,1.68,0.81,-1.55,0.97,1.37,Yes
-0.62,-0.9,0.91,1.06,-0.35,0.08,-0.91,0.65,-1.03,-1.12,No
-0.67,-0.9,-1.1,-0.28,-0.7,0.44,0.81,0.65,-1.03,-0.94,No
-0.01,-0.9,-1.1,-0.28,-1.73,-1.23,0.81,0.65,-1.03,0.02,No
-3.03,0.31,-1.1,1.15,-1.39,0.37,-0.91,0.65,0.97,-0.11,Yes
1.02,-0.9,-1.1,-0.56,0.34,-1.23,-0.91,0.65,-1.03,0.33,Yes
-0.03,0.31,0.91,-0.37,1.03,0.6,-0.91,-1.55,-1.03,-1.51,No
1.13,1.52,-1.1,-1.23,1.03,-0.08,-0.91,-1.55,-1.03,-1.54,No
0.45,0.31,-1.1,1.25,0.69,-0.11,-0.91,0.65,0.97,-0.37,Yes
1.32,0.31,-1.1,-0.37,-1.04,0.83,0.81,0.65,0.97,-1.25,No
0.02,0.31,-1.1,1.53,-0.7,0.15,2.53,0.65,-1.03,-0.97,Yes
-1.0,-0.9,0.91,0.2,-0.35,-1.23,-0.91,0.65,-1.03,1.41,Yes
-0.55,1.52,-1.1,-1.42,0.34,1.03,0.81,0.65,0.97,-0.39,No
2.05,1.52,-1.1,1.63,0.34,0.5,4.25,0.65,-1.03,-1.62,Yes
-1.2,0.31,0.91,-0.76,1.38,1.57,2.53,0.65,-1.03,1.36,Yes
0.32,0.31,-1.1,0.67,0.69,1.13,0.81,0.65,0.97,-0.38,No
1.87,-0.9,-1.1,0.96,-0.0,-1.23,4.25,0.65,-1.03,0.92,Yes
-0.27,1.52,0.91,-0.76,-1.73,-0.14,-0.91,0.65,0.97,0.26,No
0.82,1.52,-1.1,0.1,1.03,-1.23,-0.91,0.65,-1.03,-0.81,Yes
-1.3,1.52,-1.1,1.34,0.69,0.52,0.81,-1.55,-1.03,1.07,Yes
1.0,0.31,0.91,1.15,1.38,1.29,-0.91,0.65,-1.03,1.13,Yes
0.05,1.52,-1.1,-0.95,0.34,-1.23,-0.91,0.65,-1.03,1.69,Yes
-0.03,1.52,-1.1,0.87,0.34,0.23,-0.91,0.65,0.97,-0.25,Yes
-0.36,1.52,0.91,-0.66,0.69,0.31,-0.91,-1.55,0.97,-1.57,No
0.03,0.31,0.91,1.44,-0.7,0.47,-0.91,-1.55,-1.03,-0.77,Yes
0.66,-0.9,-1.1,0.01,-1.04,-1.23,0.81,0.65,-1.03,-0.3,No
0.73,0.31,-1.1,0.1,-0.0,0.87,0.81,0.65,0.97,0.27,No
0.03,1.52,0.91,-0.56,1.72,-1.23,0.81,0.65,0.97,-0.96,No
-0.52,0.31,0.91,1.15,1.03,0.32,-0.91,-1.55,-1.03,-1.18,Yes
0.08,-0.9,0.91,0.58,-1.04,-1.23,0.81,0.65,0.97,-0.76,No
-1.58,-0.9,-1.1,0.96,-0.35,1.13,0.81,0.65,-1.03,-0.84,No
-1.0,1.52,-1.1,-0.47,-1.04,-1.23,-0.91,-1.55,-1.03,-0.74,No
-0.16,1.52,-1.1,1.63,0.34,-1.23,-0.91,0.65,0.97,-1.38,Yes
-3.03,1.52,-1.1,0.77,1.03,-1.23,-0.91,0.65,0.97,-0.63,Yes
0.46,1.52,0.91,0.2,-0.7,1.34,0.81,0.65,-1.03,-0.97,No
0.14,-0.9,0.91,0.48,1.38,-1.23,-0.91,0.65,0.97,0.29,Yes
-1.21,1.52,0.91,0.67,1.38,0.33,-0.91,0.65,-1.03,1.1,No
0.03,0.31,-1.1,0.77,-0.7,0.77,-0.91,0.65,0.97,-0.95,Yes
-0.23,0.31,-1.1,-0.25,0.69,0.47,0.81,0.65,-1.03,-1.1,Yes
0.66,0.31,-1.1,2.68,0.69,0.86,-0.91,-1.55,0.97,0.05,Yes
0.06,0.31,0.91,0.67,0.34,0.09,-0.91,0.65,0.97,-1.11,Yes
0.34,1.52,-1.1,-0.47,-0.35,0.81,-0.91,0.65,-1.03,-0.87,Yes
-1.39,-0.9,0.91,0.1,0.34,-1.23,-0.91,0.65,-1.03,-0.73,Yes
0.71,0.31,0.91,-0.18,1.72,0.58,0.81,0.65,0.97,0.13,No
-1.17,-0.9,0.91,0.01,0.69,1.26,0.81,-1.55,-1.03,0.61,No
-0.75,0.31,-1.1,0.77,-0.7,0.7,2.53,0.65,-1.03,0.01,Yes
-0.95,-0.9,-1.1,-0.09,1.03,0.74,-0.91,0.65,0.97,-1.13,No
-2.96,1.52,0.91,-0.76,-0.7,-1.23,0.81,0.65,-1.03,-1.25,Yes
-0.53,0.31,0.91,-0.18,-0.7,2.02,2.53,-1.55,-1.03,-0.38,Yes
-0.06,-0.9,-1.1,1.63,-1.39,1.19,-0.91,-1.55,-1.03,1.6,Yes
-0.24,1.52,-1.1,-0.37,0.34,-1.23,-0.91,-1.55,0.97,-1.68,Yes
-0.47,-0.9,0.91,0.29,-1.39,0.15,-0.91,-1.55,-1.03,-0.23,Yes
-0.89,-0.9,0.91,0.67,-0.35,0.59,2.53,0.65,0.97,0.59,Yes
-1.03,0.31,-1.1,0.48,0.34,1.15,-0.91,0.65,-1.03,1.52,Yes
0.92,-0.9,0.91,-0.85,-1.39,-1.23,0.81,0.65,0.97,-0.04,No
-1.25,1.52,0.91,-0.76,-0.7,-1.23,0.81,-1.55,-1.03,-1.25,No
0.6,-0.9,0.91,0.67,0.34,-1.23,0.81,-1.55,0.97,-0.74,No
-0.43,1.52,-1.1,-0.85,-0.35,0.29,0.81,0.65,0.97,-0.93,Yes
0.8,-0.9,-1.1,0.01,-1.73,1.76,-0.91,0.65,-1.03,-0.41,Yes
-0.78,-0.9,0.91,1.06,-1.39,0.43,-0.91,0.65,0.97,-0.99,Yes
-1.14,1.52,-1.1,2.59,-1.39,0.18,-0.91,0.65,0.97,1.35,Yes
-0.31,-0.9,0.91,0.67,1.38,0.99,0.81,0.65,-1.03,-0.17,No
-0.51,0.31,-1.1,0.87,0.34,0.11,-0.91,0.65,0.97,-0.34,Yes
-0.54,1.52,-1.1,1.44,0.34,-1.23,-0.91,0.65,0.97,-1.61,Yes
-1.11,0.31,-1.1,-1.04,-1.04,0.58,2.53,0.65,-1.03,-1.06,Yes
-1.03,-0.9,-1.1,-0.76,-0.35,-1.23,0.81,0.65,-1.03,-0.37,Yes
-0.08,0.31,-1.1,3.73,-0.0,0.14,4.25,0.65,-1.03,-0.55,Yes
1.52,-0.9,0.91,-0.18,-0.35,-1.23,0.81,0.65,0.97,0.08,No
0.84,1.52,0.91,1.72,0.34,-1.23,-0.91,0.65,0.97,-0.6,Yes
0.32,-0.9,-1.1,-1.04,-0.35,1.38,-0.91,0.65,-1.03,0.74,Yes
-0.33,-0.9,-1.1,-0.18,-0.7,-1.23,0.81,0.65,-1.03,0.87,No
-0.91,-0.9,0.91,-0.95,-1.04,-1.23,0.81,0.65,-1.03,-1.21,No
0.79,0.31,0.91,-0.85,1.38,0.95,-0.91,0.65,-1.03,-1.17,No
0.73,-0.9,-1.1,1.15,-1.39,-1.23,-0.91,0.65,-1.03,0.86,Yes
-1.19,1.52,-1.1,0.2,-0.0,1.14,0.81,0.65,0.97,-0.86,No
1.47,-0.9,0.91,0.01,-0.0,0.56,-0.91,0.65,-1.03,-0.61,No
1.39,-0.9,-1.1,-1.33,-0.0,0.54,-0.91,0.65,-1.03,-0.53,No
0.0,0.31,0.91,0.58,-0.35,0.53,0.81,0.65,-1.03,-0.84,No
-0.36,0.31,0.91,-0.56,1.03,0.78,-0.91,0.65,-1.03,0.51,Yes
1.42,1.52,-1.1,-1.04,0.69,-1.23,0.81,0.65,0.97,-1.74,No
-2.34,0.31,-1.1,1.72,-0.7,-0.37,-0.91,-1.55,0.97,1.6,Yes
1.06,-0.9,-1.1,1.06,1.03,-1.23,0.81,0.65,0.97,-0.88,No
1.1,-0.9,0.91,0.67,-0.0,0.46,-0.91,0.65,-1.03,-0.3,Yes
0.32,-0.9,-1.1,0.29,0.69,1.61,0.81,-1.55,0.97,-1.19,No
-0.17,-0.9,-1.1,1.06,0.69,0.95,0.81,-1.55,-1.03,0.16,Yes
1.61,-0.9,-1.1,-0.85,-1.39,1.09,-0.91,-1.55,0.97,0.5,No
-0.43,0.31,-1.1,0.39,-0.7,0.7,2.53,0.65,0.97,-0.26,Yes
0.79,-0.9,-1.1,0.01,0.69,-1.23,-0.91,-1.55,0.97,0.44,No
1.43,1.52,0.91,2.11,0.69,-1.23,0.81,0.65,0.97,-0.52,Yes
1.25,0.31,-1.1,0.1,-1.04,1.04,-0.91,0.65,0.97,1.52,Yes
1.08,-0.9,-1.1,0.48,1.03,-1.23,-0.91,0.65,-1.03,1.44,Yes
1.96,-0.9,0.91,0.38,-0.35,-1.23,0.81,-1.55,0.97,-0.17,No
-0.91,0.31,0.91,0.87,-1.39,0.77,-0.91,0.65,-1.03,0.28,Yes
0.05,-0.9,-1.1,0.87,0.34,-1.23,-0.91,0.65,0.97,-0.81,Yes
-0.11,1.52,0.91,-1.14,-0.35,-1.23,0.81,0.65,0.97,-1.29,No
0.99,0.31,-1.1,0.67,-1.04,0.71,0.81,0.65,-1.03,-1.41,Yes
-0.46,0.31,0.91,2.38,-0.7,0.4,0.81,-1.55,0.97,1.43,No
-1.62,-0.9,-1.1,0.96,-0.0,-1.23,0.81,0.65,0.97,-0.54,No
0.35,1.52,-1.1,0.67,1.38,1.33,0.81,0.65,-1.03,-0.91,Yes
1.66,-0.9,0.91,1.63,0.34,1.46,0.81,0.65,0.97,-0.83,No
-0.64,-0.9,0.91,-1.04,-0.35,0.64,0.81,0.65,-1.03,0.48,No
-0.67,-0.9,-1.1,-0.09,-1.39,1.12,-0.91,-1.55,-1.03,-1.57,No
0.45,-0.9,-1.1,-0.18,-0.35,-1.23,-0.91,0.65,-1.03,0.63,Yes
0.66,-0.9,0.91,0.29,1.72,0.77,-0.91,0.65,-1.03,-0.44,Yes
-0.77,1.52,-1.1,1.06,0.34,0.9,0.81,0.65,0.97,0.18,Yes
-0.6,1.52,-1.1,-0.37,-0.7,0.82,-0.91,0.65,-1.03,0.04,No
-0.9,-0.9,-1.1,-0.66,-1.39,-1.23,0.81,0.65,0.97,0.57,No
1.37,1.52,0.91,-1.23,-0.0,0.82,-0.91,0.65,0.97,0.12,No
-1.58,-0.9,0.91,0.1,1.03,0.66,-0.91,0.65,-1.03,-1.09,No
0.33,0.31,-1.1,-0.28,-0.7,0.62,-0.91,0.65,0.97,0.81,Yes
2.06,0.31,0.91,1.91,-0.7,0.61,-0.91,0.65,0.97,0.04,Yes
-1.98,0.31,-1.1,2.01,-0.7,1.08,2.53,0.65,-1.03,0.32,Yes
0.73,-0.9,0.91,0.2,0.34,-1.23,0.81,0.65,0.97,-1.7,No
0.57,-0.9,0.91,-1.23,1.72,-1.23,0.81,0.65,-1.03,0.99,No
-1.32,1.52,-1.1,-0.18,0.34,0.67,-0.91,0.65,-1.03,-0.63,Yes
-1.26,1.52,0.91,-0.56,1.38,1.13,-0.91,0.65,-1.03,1.59,Yes
0.8,-0.9,-1.1,-0.85,1.03,-1.23,0.81,-1.55,0.97,0.85,Yes
-0.63,1.52,-1.1,-0.37,-1.73,0.68,0.81,0.65,-1.03,0.57,No
0.76,-0.9,-1.1,0.1,1.03,1.19,-0.91,-1.55,0.97,1.67,Yes
0.69,0.31,0.91,0.67,1.03,1.02,-0.91,0.65,0.97,-1.35,No
1.44,1.52,0.91,-0.18,0.69,1.3,-0.91,0.65,-1.03,-0.61,No
0.32,1.52,0.91,-0.09,0.69,0.09,-0.91,0.65,0.97,0.16,Yes
0.56,1.52,0.91,-0.28,-0.0,-1.23,0.81,0.65,0.97,0.56,No
-0.2,-0.9,-1.1,0.1,-0.0,0.49,-0.91,0.65,-1.03,-0.88,No
0.21,-0.9,0.91,0.96,0.69,-0.05,0.81,0.65,0.97,-1.26,No
0.21,0.31,0.91,0.77,-0.35,0.41,0.81,0.65,-1.03,0.67,No
-1.34,-0.9,-1.1,-0.09,-0.7,-1.23,0.81,0.65,-1.03,-1.66,Yes
0.48,-0.9,-1.1,-0.85,-1.04,-1.23,0.81,0.65,-1.03,0.28,No
-0.07,-0.9,0.91,0.39,0.34,-1.23,0.81,0.65,0.97,-1.4,Yes
0.39,0.31,-1.1,0.77,0.34,1.11,4.25,0.65,-1.03,-0.01,Yes
-1.17,-0.9,0.91,1.15,-1.39,0.39,2.53,0.65,-1.03,-1.69,Yes
-1.23,-0.9,-1.1,0.67,1.03,0.95,0.81,0.65,0.97,1.68,Yes
0.63,0.31,0.91,-0.76,-1.04,1.22,-0.91,0.65,-1.03,1.69,No
-0.24,1.52,-1.1,-0.85,-1.39,-1.23,0.81,0.65,-1.03,-1.17,No
0.83,1.52,0.91,0.29,1.03,-1.23,-0.91,-1.55,0.97,-0.17,No
-2.35,-0.9,0.91,2.58,-0.35,1.56,0.81,-1.55,-1.03,0.64,Yes
-0.78,0.31,0.91,0.48,1.38,0.16,2.53,0.65,-1.03,1.45,Yes
2.06,0.31,0.91,-0.37,1.03,0.82,-0.91,0.65,-1.03,-0.56,Yes
0.07,-0.9,-1.1,-0.09,0.69,-1.23,0.81,0.65,0.97,-0.83,No
-0.5,0.31,-1.1,-0.76,1.72,1.22,-0.91,0.65,-1.03,-1.55,Yes
0.36,0.31,-1.1,-0.37,-1.39,0.03,0.81,-1.55,0.97,0.51,No
1.62,1.52,-1.1,-1.61,0.69,-1.23,0.81,0.65,-1.03,-0.67,No
1.36,-0.9,-1.1,-0.95,0.69,0.71,-0.91,-1.55,-1.03,1.17,Yes
1.29,1.52,0.91,0.2,1.38,0.99,-0.91,0.65,-1.03,0.63,Yes
-0.1,-0.9,-1.1,0.87,0.34,0.63,-0.91,-1.55,0.97,0.18,Yes
1.04,0.31,-1.1,0.29,0.34,0.3,-0.91,0.65,-1.03,-1.16,Yes
-1.62,1.52,-1.1,1.34,-0.35,1.05,-0.91,-1.55,-1.03,0.16,Yes
1.2,1.52,-1.1,3.53,-1.04,0.21,-0.91,-1.55,0.97,-0.0,No
-1.23,1.52,-1.1,-0.76,-0.7,-1.23,-0.91,0.65,0.97,-0.8,No
0.96,1.52,-1.1,0.29,-0.7,0.99,-0.91,0.65,-1.03,-0.46,Yes
-0.42,1.52,-1.1,-0.95,-1.39,-1.23,0.81,-1.55,-1.03,0.17,No
0.28,-0.9,-1.1,-0.18,-1.04,-1.23,0.81,0.65,-1.03,-1.26,No
-0.71,0.31,0.91,0.87,1.03,0.47,-0.91,0.65,-1.03,1.16,Yes
2.06,1.52,0.91,-0.09,-1.39,-1.23,0.81,-1.55,0.97,-1.01,No
-1.35,1.52,-1.1,0.87,1.38,0.05,-0.91,0.65,-1.03,-1.13,Yes
-0.68,0.31,-1.1,-0.09,-0.7,0.63,0.81,0.65,0.97,1.31,No
-0.95,-0.9,0.91,-0.95,-0.35,0.8,-0.91,0.65,0.97,-1.12,Yes
-1.02,0.31,0.91,2.87,0.69,0.94,-0.91,-1.55,-1.03,1.26,Yes
-1.01,1.52,-1.1,-0.76,-0.35,-1.23,-0.91,0.65,0.97,1.25,No
-0.85,0.31,-1.1,-0.66,-0.7,1.07,-0.91,-1.55,0.97,-1.39,No
0.63,-0.9,-1.1,0.48,0.34,0.55,-0.91,0.65,0.97,1.2,Yes
-0.07,-0.9,0.91,0.29,1.03,1.25,0.81,-1.55,-1.03,1.24,No
-1.59,0.31,-1.1,-0.85,-1.39,0.44,0.81,-1.55,0.97,-0.77,No
0.59,1.52,0.91,1.06,0.69,-1.23,0.81,-1.55,-1.03,-1.63,Yes
-0.74,-0.9,0.91,0.2,0.69,-1.23,-0.91,0.65,-1.03,-0.87,Yes
-0.3,-0.9,0.91,0.11,1.38,0.72,-0.91,0.65,-1.03,-0.38,No
0.11,-0.9,-1.1,0.2,-0.7,0.42,-0.91,0.65,-1.03,-0.82,No
0.69,-0.9,0.91,0.1,-0.35,-1.23,0.81,0.65,0.97,0.86,No
0.95,-0.9,-1.1,1.82,1.03,0.46,2.53,0.65,0.97,-0.72,Yes
-1.18,-0.9,-1.1,0.58,-0.0,-1.23,-0.91,0.65,-1.03,0.87,Yes
0.46,-0.9,0.91,-1.23,1.72,-1.23,-0.91,0.65,-1.03,1.68,Yes
0.1,1.52,0.91,-0.47,-1.04,1.57,0.81,0.65,0.97,0.01,No
-1.05,-0.9,-1.1,-1.23,0.69,0.33,-0.91,0.65,-1.03,-1.61,Yes
2.06,-0.9,-1.1,2.58,-0.7,-1.23,0.81,-1.55,0.97,1.7,Yes
0.66,0.31,0.91,2.3,-0.0,0.97,-0.91,0.65,0.97,-0.29,No
-1.4,-0.9,0.91,-1.61,1.03,0.4,-0.91,0.65,-1.03,-1.15,No
0.77,0.31,0.91,1.73,1.38,0.74,2.53,0.65,-1.03,0.16,Yes
0.0,-0.9,0.91,-0.56,1.03,-1.23,0.81,0.65,0.97,1.36,No
0.13,-0.9,-1.1,0.1,-0.7,-1.23,0.81,-1.55,-1.03,1.22,Yes
-0.86,0.31,0.91,1.44,-0.0,0.91,4.25,0.65,0.97,-0.32,Yes
-1.36,-0.9,0.91,-0.37,1.38,0.38,-0.91,0.65,0.97,-1.73,No
0.87,-0.9,0.91,0.2,0.34,-1.23,0.81,-1.55,0.97,-1.58,No
0.08,-0.9,0.91,-0.95,-1.04,-1.23,2.53,0.65,-1.03,0.84,Yes
-0.68,-0.9,0.91,-0.56,-0.35,1.48,2.53,-1.55,0.97,-1.01,Yes
1.69,0.31,0.91,1.15,1.03,0.89,-0.91,0.65,0.97,-0.21,Yes
-0.83,1.52,0.91,-0.18,-1.04,0.54,0.81,0.65,0.97,-1.5,No
1.21,0.31,-1.1,-1.61,1.38,0.46,0.81,0.65,-1.03,0.75,Yes
1.3,-0.9,-1.1,-1.42,-1.04,0.93,-0.91,0.65,-1.03,0.31,No
-0.34,-0.9,0.91,0.77,-1.39,-1.23,0.81,0.65,-1.03,-0.65,Yes
-0.14,1.52,-1.1,0.29,-1.04,-1.23,0.81,0.65,-1.03,1.61,No
-1.16,-0.9,0.91,-0.85,1.03,0.29,-0.91,0.65,-1.03,0.02,No
2.06,-0.9,-1.1,-0.28,0.69,0.62,-0.91,-1.55,0.97,1.35,No
-0.81,0.31,0.91,-0.66,-1.39,0.21,0.81,0.65,-1.03,-0.75,No
-0.46,0.31,0.91,0.1,1.38,0.98,-0.91,0.65,0.97,-0.45,Yes
-1.12,1.52,-1.1,1.25,-1.73,-1.23,2.53,0.65,0.97,1.62,Yes
1.51,-0.9,0.91,0.58,-1.04,1.42,-0.91,-1.55,-1.03,-0.31,No
0.69,0.31,-1.1,1.91,0.34,0.36,4.25,0.65,0.97,0.44,Yes
1.18,1.52,0.91,0.29,-0.35,-1.23,-0.91,-1.55,-1.03,0.07,No
1.13,-0.9,-1.1,1.25,1.72,-1.23,0.81,0.65,0.97,-1.24,No
-0.04,0.31,-1.1,-0.56,-0.7,0.43,-0.91,-1.55,-1.03,-1.38,No
0.67,0.31,-1.1,1.34,-1.39,0.52,-0.91,-1.55,0.97,-0.45,Yes
-0.05,0.31,0.91,-0.18,0.34,1.37,0.81,0.65,-1.03,-0.67,No
-0.63,0.31,-1.1,-1.71,1.38,0.29,0.81,0.65,-1.03,1.0,No
0.51,1.52,-1.1,0.67,1.38,-1.23,-0.91,0.65,0.97,-1.59,Yes
0.0,-0.9,-1.1,0.29,0.69,0.93,0.81,-1.55,-1.03,-0.52,No
0.8,-0.9,-1.1,0.2,1.38,-1.23,-0.91,-1.55,-1.03,-1.71,Yes
